subID,behav_PL,PL_high,PL_low,PL_highLow,PL_arousal_highLow,PL_valence_highLow
700,2.46624848925617,-0.0913382119205298,0.105438738019169,-0.196776949939699,-0.0020573812744749,0.000266667141331435
701,3.55686651747527,-0.00168425925925926,0.00649808306709264,-0.0081823423263519,-0.00034979931030584,0.000484897393860591
702,3.96555709351484,-0.145596291390728,0.119832428115016,-0.265428719505744,-0.00203195443218227,0.000445530793876824
703,3.33420813469947,-0.0127754629629629,0.013986821086262,-0.0267622840492249,-0.000571376279043473,4.90573237605291e-05
705,2.46913208539553,-0.0871577939233818,0.11068014354067,-0.197837937464052,-0.00109513389162423,-1.01586500021048e-05
706,3.13093002209777,-0.10232820343461,0.141980317460317,-0.244308520894928,-0.00189462853642237,0.000481166462463801
707,2.08316295139366,-0.0129752972258917,0.00691953748006381,-0.0198948347059555,-0.000366171499109259,0.000324158004741264
709,2.94299340767599,-0.0419095112285338,0.0670754385964911,-0.108984949825025,-0.00129515914096144,-0.000124519911907868
711,3.65142745621375,-0.11681571994716,0.143940829346093,-0.260756549293253,-0.00183448778913998,0.000466684902299092
712,3.50603887439267,-0.0212151655629139,0.0337068690095847,-0.0549220345724986,-0.00107345959416162,-0.000175669633321467
713,3.61411792058364,-0.00644630118890357,0.0389703349282297,-0.0454166361171332,-0.000692994711666597,3.48805566076113e-05
715,1.05545467707331,0.00811459709379126,0.00208827751196171,0.00602631958182955,-0.000629472990222895,-0.000358432577255958
718,3.45707696757581,-0.0164451058201058,0.00286387559808611,-0.0193089814181919,-0.00118773672904065,0.000214634801288936
719,2.37611999862548,-0.046980250990753,0.0515923015873016,-0.0985725525780546,-0.00122071034751615,0.000427403096458008
720,2.72902811147794,-0.107059180977543,0.140424082934609,-0.247483263912152,-0.0012665796967274,0.00101920492642624
721,3.55394071757631,-0.069060964332893,0.0935883333333332,-0.162649297666226,-0.00174712909333927,0.000180244764981065
722,2.90254604929035,-0.0783620211360635,0.076071052631579,-0.154433073767642,-0.00170821304829637,-8.80851183211994e-05
724,3.41070059505448,-0.0384864597093791,0.0463326984126984,-0.0848191581220775,-0.00130380235018935,0.000231695533526398
725,3.96555709351484,-0.0779736111111112,0.0875916932907348,-0.165565304401846,-0.00215610972921024,0.000422805133133586
727,2.91333891411104,-0.0095405298013245,0.0108306041335453,-0.0203711339348698,-0.000410143309401323,0.000115474306065917
729,3.4387980094196,-0.123181505944518,0.132157936507936,-0.255339442452454,-0.00198098824905324,0.00045231955892181
730,2.93313436213421,-0.0750625,0.08120216,-0.15626466,-0.00112356995372018,9.85745817016733e-05
734,2.40065200987917,0.0219388227513228,0.00247668269230767,0.0194621400590151,-0.000910613029547882,0.00034073620505518
736,2.13175412956445,-0.0419788639365917,0.0255140350877193,-0.0674928990243111,-0.00171267236179495,0.000460186003450743
738,2.51467641549923,0.0105907529722589,0.0309435406698564,-0.0203527876975975,-0.000965667915106117,-0.000491960891582152
741,4.15643818773789,-0.0658200792602379,0.0830584920634922,-0.14887857132373,-0.00220149671419024,0.000216008576520383
742,-0.754736431080691,-0.0962337962962963,0.0782092147435898,-0.174443011039886,-0.0025892046991812,0.000366511925952296
749,2.88143629136956,-0.111614795244386,0.126046587301587,-0.237661382545973,-0.00205243511918022,0.000480864335041212
750,2.87498722232607,-0.00760694444444445,0.0174476762820513,-0.0250546207264957,-0.000829164827340691,-9.33143467426122e-06
751,3.40182650960055,-0.00164285714285714,0.0215283439490446,-0.0231712010919017,-0.000866628792660859,-4.60042923873248e-05
752,3.63513615339945,-0.0658425363276089,0.0808475279106858,-0.146690064238295,-0.00142092047861521,0.000402784440797318
755,4.54800407892055,-0.162062483487451,0.19154370015949,-0.35360618364694,-0.00245968662767047,0.000644346252577537
757,2.38696874800344,-0.0701362615587846,0.103498492063492,-0.173634753622277,-0.00112704945422143,-0.000243286366674092
759,4.54800407892055,-0.0536507926023779,0.0629043859649123,-0.11655517856729,-0.00173943104826832,-9.39036878059728e-05
763,2.71555484400129,-0.137064880952381,0.167212063492063,-0.304276944444444,-0.00284835248074738,0.000611285050989634
764,4.72178528155726,-0.0708015852047556,0.0867837320574163,-0.157585317262172,-0.00180745416543927,0.000179923971440194
767,5.18746198952949,0.0167384768211921,-0.0129596645367412,0.0296981413579333,-0.00116265005339979,0.000351587041651834
768,2.29221292924052,-0.0847902116402115,0.0970411904761906,-0.181831402116402,-0.00109060444107787,4.01576680834354e-05
769,4.37617077061472,0.0288232142857143,0.0862685096153847,-0.0574452953296703,-0.000698113207547169,0.000217029547881809
770,1.90292434637883,-0.0520671296296296,0.0884032747603832,-0.140470404390013,-0.000827901520719091,8.16072135225284e-05
800,3.80220390131148,-0.0378717965653897,0.0568115873015874,-0.0946833838669771,-0.000923359879705949,-0.000581205446647361
801,3.12002389779799,-0.034741655629139,0.0635683706070287,-0.0983100262361678,-0.00131140761836953,-0.00058522463510146
802,1.83160862409449,-0.0668484808454427,0.100965476190476,-0.167813957035919,-0.00134478168857206,0.000495323290265092
804,2.9313807468202,0.00920462351387056,0.0164529505582137,-0.00724832704434316,-0.000852897361444262,2.46573805215392e-05
805,3.37741297769368,-0.0485527741083224,0.0768351200000001,-0.125387894108322,-0.00145006501215444,0.00039280909039516
806,2.63412258489028,-0.101410303830912,0.11450192,-0.215912223830912,-0.00167113177681045,0.000595186273955566
807,1.12695141438829,0.00803311258278146,0.0146306709265175,-0.00659755834373608,-0.000703196867212531,0.000965676041295835
808,3.43079633055045,-0.0282525132275132,0.0536085463258786,-0.0818610595533918,-0.00197018062072474,0.00100631465882752
809,1.48847143374826,-0.129711772486773,0.14924873015873,-0.278960502645503,-0.0015881805047062,0.00022577676780429
810,3.50578109913484,-0.135783157199471,0.173618500797448,-0.309401657996919,-0.0024830899577775,0.00053949697709324
811,2.27003087777855,-0.0385101986754967,0.0604726038338659,-0.0989828025093626,-0.00147581060875756,0.000249003915984336
813,1.31002294944097,-0.112455614266843,0.157027698412698,-0.269483312679541,-0.00201719620182669,0.000141818890621519
